SID,ISO_TIME,LAT,LON,BASIN,SUBBASIN
1994271N25169,1994-09-28 00:00:00,25.1,168.7,WP,MM
1994272N40159,1994-09-29 00:00:00,39.5,159.0,WP,MM
1994273N08176,1994-09-30 06:00:00,7.6,175.6,WP,MM
1994287N08176,1994-10-13 12:00:00,7.5,175.5,WP,MM
1994287N14156,1994-10-14 00:00:00,14.2,156.4,WP,MM
1994291N12170,1994-10-18 00:00:00,12.0,170.0,WP,MM
1994298N25161,1994-10-25 00:00:00,24.5,160.6,WP,MM
1994345N06165,1994-12-10 18:00:00,5.9,164.6,WP,MM
1994348N04175,1994-12-14 00:00:00,4.0,175.0,WP,MM
1995113N06169,1995-04-23 00:00:00,5.5,169.0,WP,MM
1995118N05166,1995-04-27 18:00:00,5.2,166.167,WP,MM
1995148N07150,1995-05-28 00:00:00,7.3,149.8,WP,MM
1995150N05156,1995-05-30 00:00:00,5.2,155.5,WP,MM
1995193N06156,1995-07-12 06:00:00,6.2,155.5,WP,MM
1995206N15133,1995-07-25 06:00:00,15.1,133.2,WP,MM
1995209N17122,1995-07-27 18:00:00,17.0,122.1,WP,MM
1995215N12145,1995-08-03 00:00:00,12.0,145.3,WP,MM
1995220N14131,1995-08-07 12:00:00,14.3,131.1,WP,MM
1995225N12124,1995-08-13 06:00:00,11.6,124.0,WP,MM
1995229N12144,1995-08-17 00:00:00,12.0,144.0,WP,MM
1995233N16115,1995-08-21 06:00:00,15.6,114.8,WP,MM
1995233N23130,1995-08-21 00:00:00,23.2,130.1,WP,MM
1995236N10134,1995-08-24 00:00:00,9.6,133.7,WP,MM
1995240N24151,1995-08-28 06:00:00,24.0,151.2,WP,MM
1995244N08139,1995-09-01 00:00:00,8.2,139.3,WP,MM
1995247N05144,1995-09-03 12:00:00,4.5,144.1,WP,MM
1995250N09161,1995-09-07 06:00:00,8.5,161.2,WP,MM
1995252N08142,1995-09-09 00:00:00,8.1,141.8,WP,MM
1995255N14104,1995-09-12 00:00:00,14.2,103.7,WP,MM
1995258N14115,1995-09-14 12:00:00,13.7,114.8,WP,MM
1995262N04161,1995-09-19 00:00:00,3.5,161.0,WP,MM
1995264N06174,1995-09-21 06:00:00,6.0,174.1,WP,MM
1995271N30178,1995-09-27 18:00:00,30.4,178.2,WP,MM
1995276N13124,1995-10-03 06:00:00,12.9,123.6,WP,MM
1995277N07141,1995-10-03 12:00:00,6.7,140.9,WP,MM
1995279N15153,1995-10-05 18:00:00,14.9,152.5,WP,MM
1995287N08163,1995-10-13 18:00:00,8.4,162.5,WP,MM
1995292N08150,1995-10-18 12:00:00,7.5,150.0,WP,MM
1995293N05177,1995-10-20 06:00:00,5.0,176.5,WP,MM
1995294N05163,1995-10-21 00:00:00,4.8,163.2,WP,MM
1995302N17174,1995-10-29 00:00:00,16.5,174.2,WP,MM
1995334N09129,1995-11-30 00:00:00,8.9,129.1,WP,MM
1995341N08115,1995-12-07 00:00:00,8.25,114.9,WP,MM
1995357N07139,1995-12-23 06:00:00,6.9,139.2,WP,MM
1996032N10150,1996-01-31 18:00:00,10.0,150.0,WP,MM
1996054N04149,1996-02-23 06:00:00,4.0,148.7,WP,MM
1996058N06137,1996-02-27 00:00:00,5.8,136.5,WP,MM
1996090N04150,1996-03-29 18:00:00,4.0,150.1,WP,MM
1996093N09143,1996-04-02 00:00:00,9.1,143.0,WP,MM
1996116N08114,1996-04-25 00:00:00,7.7,113.6,WP,MM
1996128N07138,1996-05-07 00:00:00,6.6,137.8,WP,MM
1996137N13111,1996-05-16 00:00:00,13.0,110.9,WP,MM
1996186N19156,1996-07-03 12:00:00,19.0,155.6,WP,MM
1996192N19152,1996-07-10 06:00:00,19.3,151.5,WP,MM
1996201N07137,1996-07-19 00:00:00,7.1,136.9,WP,MM
1996202N17115,1996-07-19 12:00:00,16.9,114.7,WP,MM
1996203N12152,1996-07-21 06:00:00,12.3,151.6,WP,MM
1996208N20165,1996-07-25 12:00:00,19.6,165.2,WP,MM
1996209N12144,1996-07-27 06:00:00,11.8,143.7,WP,MM
1996210N05156,1996-07-28 00:00:00,5.3,155.8,WP,MM
1996217N16111,1996-08-04 00:00:00,15.5,111.0,WP,MM
1996223N29158,1996-08-10 06:00:00,29.0,158.0,WP,MM
1996225N23108,1996-08-11 12:00:00,22.9,108.4,WP,MM
1996227N08156,1996-08-13 12:00:00,8.0,155.8,WP,MM
1996227N15176,1996-08-14 00:00:00,14.8,176.3,WP,MM
1996227N30177,1996-08-13 12:00:00,29.6,176.5,WP,MM
1996232N21170,1996-08-19 00:00:00,20.6,169.6,WP,MM
1996238N27155,1996-08-24 12:00:00,27.0,155.1,WP,MM
1996240N22168,1996-08-27 00:00:00,21.5,168.0,WP,MM
1996246N08148,1996-09-02 00:00:00,8.1,147.7,WP,MM
1996250N08148,1996-09-06 00:00:00,8.3,148.1,WP,MM
1996252N11162,1996-09-08 06:00:00,10.9,161.8,WP,MM
1996254N13138,1996-09-09 18:00:00,13.3,138.4,WP,MM
1996255N16123,1996-09-10 12:00:00,15.5,122.5,WP,MM
1996260N19107,1996-09-15 18:00:00,18.6,107.2,WP,MM
1996265N06154,1996-09-20 18:00:00,5.7,153.6,WP,MM
1996268N15140,1996-09-23 18:00:00,14.9,140.3,WP,MM
1996282N11162,1996-10-07 12:00:00,10.9,162.2,WP,MM
1996283N12133,1996-10-09 06:00:00,12.0,133.0,WP,MM
1996284N09158,1996-10-10 00:00:00,8.9,158.4,WP,MM
1996291N17168,1996-10-17 00:00:00,17.0,168.0,WP,MM
1996299N11121,1996-10-24 12:00:00,10.5,121.0,WP,MM
1996303N07155,1996-10-29 00:00:00,7.0,155.0,WP,MM
1996305N11121,1996-10-31 06:00:00,10.8,120.8,WP,MM
1996307N09154,1996-11-02 00:00:00,9.1,154.0,WP,MM
1996309N21175,1996-11-04 06:00:00,21.4,175.1,WP,MM
1996312N14125,1996-11-06 12:00:00,13.8,125.4,WP,MM
1996318N33146,1996-11-13 03:00:00,32.6911,146.239,WP,MM
1996328N08151,1996-11-23 00:00:00,8.0,151.0,WP,MM
1996348N04104,1996-12-12 18:00:00,4.2,103.7,WP,MM
1996353N05151,1996-12-17 12:00:00,5.2,151.3,WP,MM
1996356N08110,1996-12-21 06:00:00,7.8,110.0,WP,MM
1996364N17145,1996-12-29 06:00:00,17.2,144.6,WP,MM
1997011N04176,1997-01-11 00:00:00,4.0,176.0,WP,MM
1997099N06153,1997-04-09 00:00:00,6.2,153.0,WP,MM
1997108N05168,1997-04-18 00:00:00,5.1,168.0,WP,MM
1997124N03171,1997-05-04 06:00:00,2.7,171.4,WP,MM
1997143N17111,1997-05-23 00:00:00,16.8,111.0,WP,MM
1997146N09161,1997-05-25 12:00:00,9.1,161.4,WP,MM
1997152N06171,1997-06-01 06:00:00,6.0,171.0,WP,MM
1997165N12139,1997-06-13 12:00:00,12.1,138.8,WP,MM
1997167N06162,1997-06-15 12:00:00,5.5,162.4,WP,MM
1997196N08142,1997-07-15 00:00:00,7.9,142.4,WP,MM
1997201N24152,1997-07-20 00:00:00,24.3,151.8,WP,MM
1997202N04152,1997-07-21 00:00:00,4.3,152.3,WP,MM
1997210N15120,1997-07-28 12:00:00,15.0,119.6,WP,MM
1997217N06168,1997-08-05 00:00:00,5.6,168.0,WP,MM
1997221N03179,1997-08-09 06:00:00,3.1,179.0,WP,MM
1997232N14136,1997-08-19 12:00:00,14.0,136.0,WP,MM
1997232N17115,1997-08-19 12:00:00,16.9,115.0,WP,MM
1997236N10172,1997-08-24 00:00:00,9.5,172.0,WP,MM
1997238N11159,1997-08-26 06:00:00,10.95,158.9,WP,MM
1997238N19112,1997-08-26 00:00:00,19.1,112.3,WP,MM
1997247N14179,1997-09-04 09:00:00,13.7849,178.815,WP,MM
1997252N10171,1997-09-09 00:00:00,9.9,171.1,WP,MM
1997261N13114,1997-09-17 12:00:00,13.0,114.0,WP,MM
1997265N10175,1997-09-21 12:00:00,10.3,174.7,WP,MM
1997270N18111,1997-09-27 00:00:00,18.2,111.2,WP,MM
1997273N13151,1997-09-29 12:00:00,13.0,151.0,WP,MM
1997283N07177,1997-10-09 12:00:00,7.0,177.0,WP,MM
1997284N04179,1997-10-11 00:00:00,3.8,178.6,WP,MM
1997295N26142,1997-10-22 03:00:00,26.3066,141.593,WP,MM
1997296N07176,1997-10-22 12:00:00,6.5,175.5,WP,MM
1997298N06140,1997-10-25 00:00:00,6.0,140.0,WP,MM
1997299N07169,1997-10-26 06:00:00,6.7,168.7,WP,MM
1997311N10151,1997-11-07 00:00:00,10.1,150.8,WP,MM
1998187N17132,1998-07-06 00:00:00,17.2,132.3,WP,MM
1998188N18117,1998-07-07 00:00:00,18.3,117.0,WP,MM
1998204N17144,1998-07-22 18:00:00,17.0,144.1,WP,MM
1998213N14128,1998-08-01 06:00:00,14.1,128.0,WP,MM
1998217N10130,1998-08-05 06:00:00,10.2,129.9,WP,MM
1998233N18115,1998-08-21 06:00:00,17.8,115.4,WP,MM
1998235N17131,1998-08-22 12:00:00,16.6,130.5,WP,MM
1998243N23122,1998-08-31 06:00:00,22.6,122.4,WP,MM
1998253N17150,1998-09-10 00:00:00,17.0,149.6,WP,MM
1998254N20116,1998-09-11 06:00:00,20.2,115.7,WP,MM
1998258N19126,1998-09-14 18:00:00,19.4,126.1,WP,MM
1998259N17118,1998-09-16 00:00:00,17.3,117.9,WP,MM
1998260N16110,1998-09-16 18:00:00,16.0,110.2,WP,MM
1998262N20137,1998-09-18 18:00:00,19.6,136.9,WP,MM
1998267N13134,1998-09-24 06:00:00,12.9,134.2,WP,MM
1998275N12113,1998-10-02 00:00:00,12.0,113.0,WP,MM
1998277N24122,1998-10-04 00:00:00,23.8,122.2,WP,MM
1998278N28126,1998-10-05 06:00:00,28.1,125.6,WP,MM
1998281N11151,1998-10-07 18:00:00,11.2,151.0,WP,MM
1998283N13149,1998-10-10 06:00:00,13.1,148.8,WP,MM
1998285N12149,1998-10-11 18:00:00,12.1,149.2,WP,MM
1998315N09116,1998-11-10 18:00:00,9.4,115.6,WP,MM
1998320N10102,1998-11-16 00:00:00,10.1,102.3,WP,MM
1998321N11117,1998-11-16 12:00:00,11.4,117.2,WP,MM
1998327N09126,1998-11-22 12:00:00,9.3,126.2,WP,MM
1998342N06141,1998-12-07 18:00:00,6.1,141.0,WP,MM
1998343N08114,1998-12-08 12:00:00,7.6,113.9,WP,MM
1998351N11125,1998-12-17 00:00:00,10.9,125.0,WP,MM
1998353N13113,1998-12-18 18:00:00,12.9,113.1,WP,MM
1999003N05114,1999-01-03 00:00:00,4.9,113.9,WP,MM
1999045N11138,1999-02-13 18:00:00,11.2,137.7,WP,MM
1999096N10136,1999-04-05 18:00:00,9.8,135.8,WP,MM
1999111N08126,1999-04-21 00:00:00,7.6,126.1,WP,MM
1999116N14114,1999-04-25 18:00:00,14.2,114.0,WP,MM
1999151N09132,1999-05-30 12:00:00,9.3,131.8,WP,MM
1999155N15117,1999-06-03 12:00:00,14.5,116.5,WP,MM
1999191N26129,1999-07-09 12:00:00,26.0,129.0,WP,MM
1999195N23155,1999-07-14 06:00:00,22.8,154.8,WP,MM
1999195N24156,1999-07-14 00:00:00,24.4,155.9,WP,MM
1999201N25134,1999-07-19 12:00:00,24.6,134.0,WP,MM
1999203N17129,1999-07-22 06:00:00,17.4,128.8,WP,MM
1999204N17117,1999-07-23 00:00:00,16.5,116.8,WP,MM
1999208N06139,1999-07-26 18:00:00,5.5,138.7,WP,MM
1999213N12144,1999-07-31 18:00:00,11.9,144.4,WP,MM
1999218N21116,1999-08-05 18:00:00,20.975,115.8,WP,MM
1999219N25142,1999-08-07 00:00:00,25.1,141.5,WP,MM
1999228N31128,1999-08-15 18:00:00,31.0,127.6,WP,MM
1999230N12129,1999-08-17 18:00:00,11.6,128.75,WP,MM
1999233N32152,1999-08-20 18:00:00,32.1,151.9,WP,MM
1999235N27140,1999-08-23 00:00:00,27.35,139.95,WP,MM
1999241N12133,1999-08-29 06:00:00,11.5,133.4,WP,MM
1999253N17124,1999-09-09 18:00:00,16.8,124.2,WP,MM
1999254N18142,1999-09-11 00:00:00,17.75,141.6,WP,MM
1999255N16123,1999-09-11 12:00:00,16.0,123.3,WP,MM
1999258N25128,1999-09-14 12:00:00,25.3,128.4,WP,MM
1999260N20130,1999-09-17 00:00:00,20.35,129.7,WP,MM
1999266N18113,1999-09-22 12:00:00,17.5,112.6,WP,MM
1999275N16135,1999-10-01 12:00:00,16.2,135.0,WP,MM
1999288N12129,1999-10-14 18:00:00,11.8,129.3,WP,MM
1999309N18147,1999-11-05 00:00:00,17.8,146.7,WP,MM
1999310N09138,1999-11-05 18:00:00,9.4,137.7,WP,MM
1999315N13127,1999-11-10 12:00:00,12.9,126.6,WP,MM
1999334N11118,1999-11-29 12:00:00,10.5,117.5,WP,MM
1999342N08116,1999-12-07 12:00:00,7.9,116.0,WP,MM
1999348N12115,1999-12-14 00:00:00,11.6,114.5,WP,MM
2000125N06136,2000-05-03 18:00:00,6.2,135.7,WP,MM
2000138N16119,2000-05-17 06:00:00,16.1,118.8,WP,MM
2000139N18122,2000-05-17 18:00:00,17.8,121.6,WP,MM
2000141N18116,2000-05-20 00:00:00,18.0,116.0,WP,MM
2000141N24130,2000-05-19 18:00:00,24.2,129.8,WP,MM
2000150N11117,2000-05-29 00:00:00,10.5,116.6,WP,MM
2000169N17114,2000-06-16 12:00:00,16.5,114.0,WP,MM
2000184N13133,2000-07-02 00:00:00,13.1,133.4,WP,MM
2000185N15117,2000-07-02 12:00:00,15.3,117.2,WP,MM
2000193N10131,2000-07-10 18:00:00,9.5,131.4,WP,MM
2000196N16122,2000-07-13 18:00:00,15.6,122.4,WP,MM
2000199N20145,2000-07-17 00:00:00,20.15,144.9,WP,MM
2000202N12131,2000-07-19 12:00:00,12.0,130.8,WP,MM
2000214N22155,2000-07-31 12:00:00,21.7,155.2,WP,MM
2000220N24149,2000-08-06 18:00:00,23.7,148.6,WP,MM
2000222N14143,2000-08-08 12:00:00,14.1,142.5,WP,MM
2000228N31180,2000-08-14 12:00:00,31.3,179.6,WP,MM
2000230N08139,2000-08-17 06:00:00,8.3,139.2,WP,MM
2000230N30169,2000-08-16 18:00:00,29.9,169.0,WP,MM
2000232N12116,2000-08-18 12:00:00,12.1,116.0,WP,MM
2000237N08138,2000-08-24 00:00:00,7.8,137.9,WP,MM
2000240N22115,2000-08-27 06:00:00,21.6,115.0,WP,MM
2000245N14157,2000-08-31 18:00:00,13.5,156.9,WP,MM
2000248N17117,2000-09-04 06:00:00,16.6,117.2,WP,MM
2000248N18126,2000-09-04 06:00:00,18.0,125.8,WP,MM
2000258N22138,2000-09-14 00:00:00,21.5,138.3,WP,MM
2000260N15178,2000-09-15 18:00:00,15.1,178.0,WP,MM
2000272N24165,2000-09-27 18:00:00,23.9,165.1,WP,MM
2000281N11111,2000-10-06 18:00:00,10.8,110.5,WP,MM
2000295N20146,2000-10-21 00:00:00,19.9,145.75,WP,MM
2000299N08139,2000-10-24 18:00:00,8.3,139.3,WP,MM
2000305N06136,2000-10-30 12:00:00,6.0,136.1,WP,MM
2000313N18126,2000-11-07 12:00:00,18.0,125.5,WP,MM
2000332N08133,2000-11-27 00:00:00,8.15,132.65,WP,MM
2000334N08130,2000-11-28 18:00:00,8.3,130.4,WP,MM
2000364N07130,2000-12-28 18:00:00,7.4,130.2,WP,MM
2001047N09134,2001-02-16 06:00:00,8.8,133.9,WP,MM
2001106N04138,2001-04-16 00:00:00,4.2,138.2,WP,MM
2001125N05129,2001-05-05 00:00:00,5.3,129.0,WP,MM
2001170N11138,2001-06-19 06:00:00,11.1,138.4,WP,MM
2001180N15118,2001-06-29 00:00:00,15.0,117.8,WP,MM
2001181N08141,2001-06-30 00:00:00,8.3,140.6,WP,MM
2001189N13130,2001-07-07 18:00:00,12.8,130.3,WP,MM
2001192N21177,2001-07-10 18:00:00,21.4,176.9,WP,MM
2001202N23152,2001-07-21 00:00:00,23.3,152.0,WP,MM
2001204N19127,2001-07-22 12:00:00,18.7,126.7,WP,MM
2001206N14134,2001-07-25 06:00:00,13.8333,133.833,WP,MM
2001212N10158,2001-07-31 06:00:00,10.1,157.8,WP,MM
2001213N18139,2001-08-01 00:00:00,18.0,139.0,WP,MM
2001220N17118,2001-08-08 06:00:00,16.8,117.5,WP,MM
2001225N18146,2001-08-13 06:00:00,17.5,145.6,WP,MM
2001228N15118,2001-08-16 00:00:00,15.5,118.0,WP,MM
2001236N21161,2001-08-24 00:00:00,20.6,160.9,WP,MM
2001238N16139,2001-08-26 00:00:00,15.6,139.1,WP,MM
2001238N18162,2001-08-26 06:00:00,17.7,161.6,WP,MM
2001239N19116,2001-08-27 06:00:00,19.35,115.9,WP,MM
2001246N19156,2001-09-03 00:00:00,18.7667,156.333,WP,MM
2001248N23125,2001-09-05 00:00:00,23.4,124.6,WP,MM
2001259N20138,2001-09-16 00:00:00,20.1,138.0,WP,MM
2001260N14167,2001-09-17 06:00:00,13.5,166.5,WP,MM
2001264N21126,2001-09-21 00:00:00,21.0,125.8,WP,MM
2001276N13146,2001-10-03 06:00:00,13.4,146.4,WP,MM
2001284N16132,2001-10-11 06:00:00,16.1,131.7,WP,MM
2001291N05158,2001-10-17 12:00:00,4.5,157.6,WP,MM
2001309N10130,2001-11-05 06:00:00,9.8,130.4,WP,MM
2001321N07148,2001-11-16 12:00:00,6.9,147.6,WP,MM
2001323N05107,2001-11-18 18:00:00,5.4,107.2,WP,MM
2001338N10130,2001-12-04 00:00:00,9.7,130.2,WP,MM
2001345N05155,2001-12-10 12:00:00,4.6,155.4,WP,MM
2001347N04162,2001-12-13 06:00:00,4.2,162.0,WP,MM
2001361N01106,2001-12-26 12:00:00,1.4,106.2,WP,MM
2002008N07141,2002-01-08 06:00:00,6.7,140.5,WP,MM
2002057N06156,2002-02-26 06:00:00,6.1,156.3,WP,MM
2002078N04138,2002-03-18 18:00:00,4.0,138.2,WP,MM
2002096N11155,2002-04-05 12:00:00,11.3,155.3,WP,MM
2002133N03150,2002-05-13 06:00:00,3.0,150.2,WP,MM
2002146N17113,2002-05-26 06:00:00,16.8,112.8,WP,MM
2002155N20112,2002-06-03 12:00:00,20.2,112.4,WP,MM
2002178N04155,2002-06-27 06:00:00,3.9,155.3,WP,MM
2002178N10139,2002-06-26 12:00:00,9.6,139.2,WP,MM
2002187N11160,2002-07-05 12:00:00,11.3,160.3,WP,MM
2002189N21116,2002-07-07 18:00:00,21.3,116.4,WP,MM
2002195N11172,2002-07-13 18:00:00,10.9,171.8,WP,MM
2002199N08130,2002-07-17 12:00:00,8.4,130.3,WP,MM
2002200N21150,2002-07-18 18:00:00,21.4,149.7,WP,MM
2002214N19120,2002-08-01 18:00:00,19.0,120.0,WP,MM
2002215N34140,2002-08-02 18:00:00,33.7,140.4,WP,MM
2002222N09163,2002-08-10 06:00:00,9.1,162.7,WP,MM
2002222N11131,2002-08-10 06:00:00,10.6,131.2,WP,MM
2002227N14115,2002-08-14 12:00:00,14.4,115.2,WP,MM
2002234N14164,2002-08-22 00:00:00,14.2,164.0,WP,MM
2002240N16155,2002-08-27 12:00:00,16.4,154.7,WP,MM
2002252N20121,2002-09-08 18:00:00,19.7,121.3,WP,MM
2002263N22139,2002-09-20 06:00:00,22.1,139.35,WP,MM
2002264N13114,2002-09-21 00:00:00,13.4,113.5,WP,MM
2002268N15163,2002-09-25 00:00:00,14.7,162.5,WP,MM
2002281N10163,2002-10-07 12:00:00,9.8,163.2,WP,MM
2002282N10156,2002-10-08 12:00:00,10.1,156.0,WP,MM
2002287N31149,2002-10-13 15:00:00,31.4011,149.265,WP,MM
2002289N18162,2002-10-16 00:00:00,18.3,161.6,WP,MM
2002291N13177,2002-10-17 12:00:00,13.1,177.1,WP,MM
2002298N17169,2002-10-25 00:00:00,16.5,168.8,WP,MM
2002323N09155,2002-11-19 00:00:00,9.1,155.3,WP,MM
2002335N05166,2002-12-01 06:00:00,5.2,166.1,WP,MM
2003098N03159,2003-04-08 06:00:00,2.6,158.8,WP,MM
2003137N07131,2003-05-17 00:00:00,7.3,130.7,WP,MM
2003138N04148,2003-05-18 00:00:00,4.0,147.9,WP,MM
2003144N16119,2003-05-24 06:00:00,15.5,118.7,WP,MM
2003150N17119,2003-05-30 00:00:00,16.8,118.8,WP,MM
2003158N08156,2003-06-07 00:00:00,8.2,155.8,WP,MM
2003196N04150,2003-07-15 00:00:00,3.6,150.0,WP,MM
2003196N05150,2003-07-15 00:00:00,4.8,150.4,WP,MM
2003196N11137,2003-07-14 12:00:00,10.5,136.9,WP,MM
2003212N09150,2003-07-31 06:00:00,8.6,150.1,WP,MM
2003212N12130,2003-07-30 18:00:00,11.8,130.4,WP,MM
2003226N07156,2003-08-13 18:00:00,7.2,156.0,WP,MM
2003230N18125,2003-08-18 06:00:00,18.3,125.3,WP,MM
2003231N20118,2003-08-19 06:00:00,19.5,118.3,WP,MM
2003240N20139,2003-08-27 12:00:00,19.6,139.0,WP,MM
2003247N10153,2003-09-04 00:00:00,9.9,153.1,WP,MM
2003259N13133,2003-09-16 00:00:00,13.1,133.0,WP,MM
2003267N15140,2003-09-23 18:00:00,14.5,139.6,WP,MM
2003279N18118,2003-10-06 00:00:00,18.4,117.6,WP,MM
2003283N26131,2003-10-10 00:00:00,25.7,130.7,WP,MM
2003290N15132,2003-10-17 06:00:00,15.1,131.8,WP,MM
2003291N17147,2003-10-18 06:00:00,16.8,146.7,WP,MM
2003294N11112,2003-10-21 00:00:00,11.4,112.4,WP,MM
2003295N09101,2003-10-21 12:00:00,9.1,101.4,WP,MM
2003302N11133,2003-10-28 18:00:00,11.4,133.1,WP,MM
2003316N11141,2003-11-11 12:00:00,10.7,141.2,WP,MM
2003319N13172,2003-11-14 12:00:00,12.8,172.3,WP,MM
2003357N11142,2003-12-23 00:00:00,11.1,142.0,WP,MM
2004042N08148,2004-02-10 18:00:00,7.8,148.0,WP,MM
2004074N03143,2004-03-14 00:00:00,3.0,143.3,WP,MM
2004093N07154,2004-04-02 00:00:00,6.9,153.6,WP,MM
2004134N07132,2004-05-13 00:00:00,7.23333,132.267,WP,MM
2004135N09114,2004-05-14 00:00:00,9.2,113.8,WP,MM
2004136N05148,2004-05-15 00:00:00,5.2,147.5,WP,MM
2004156N16117,2004-06-04 06:00:00,15.7,116.6,WP,MM
2004158N07142,2004-06-05 12:00:00,6.7,141.7,WP,MM
2004164N06139,2004-06-11 18:00:00,6.46667,139.4,WP,MM
2004174N14146,2004-06-21 18:00:00,14.0667,146.433,WP,MM
2004177N12154,2004-06-24 18:00:00,11.6,153.8,WP,MM
2004193N19136,2004-07-11 06:00:00,19.1,136.3,WP,MM
2004206N20151,2004-07-24 06:00:00,20.1,150.8,WP,MM
2004208N19118,2004-07-26 06:00:00,19.2,118.2,WP,MM
2004215N22148,2004-08-02 00:00:00,22.4333,148.467,WP,MM
2004216N16166,2004-08-02 18:00:00,15.8,165.8,WP,MM
2004219N15137,2004-08-06 00:00:00,15.3,136.8,WP,MM
2004222N24150,2004-08-09 00:00:00,23.5,150.4,WP,MM
2004227N15141,2004-08-14 00:00:00,14.7,140.9,WP,MM
2004227N15144,2004-08-13 18:00:00,14.5,144.1,WP,MM
2004230N09172,2004-08-17 00:00:00,9.3,172.3,WP,MM
2004231N09147,2004-08-17 18:00:00,9.4,146.5,WP,MM
2004238N13154,2004-08-25 06:00:00,13.0,154.0,WP,MM
2004239N11171,2004-08-26 00:00:00,10.8,170.9,WP,MM
2004248N14156,2004-09-03 18:00:00,14.0,155.6,WP,MM
2004255N23120,2004-09-10 18:00:00,23.0,119.6,WP,MM
2004263N13153,2004-09-18 12:00:00,12.9,153.4,WP,MM
2004275N14139,2004-10-01 06:00:00,14.3,138.6,WP,MM
2004284N07157,2004-10-10 06:00:00,7.2,157.0,WP,MM
2004288N09164,2004-10-13 18:00:00,8.5,163.5,WP,MM
2004319N10134,2004-11-13 18:00:00,9.63333,134.167,WP,MM
2004327N16125,2004-11-21 18:00:00,15.6,124.9,WP,MM
2004333N06154,2004-11-28 00:00:00,5.6,153.5,WP,MM
2004344N06178,2004-12-09 00:00:00,5.96667,177.6,WP,MM
2004352N10154,2004-12-16 18:00:00,10.1,154.3,WP,MM
2005013N05153,2005-01-13 00:00:00,5.2,153.1,WP,MM
2005071N06152,2005-03-12 00:00:00,6.06667,151.867,WP,MM
2005107N07151,2005-04-16 18:00:00,6.9,150.8,WP,MM
2005148N06156,2005-05-27 12:00:00,5.7,156.3,WP,MM
2005192N22155,2005-07-10 12:00:00,21.9,154.9,WP,MM
2005199N21168,2005-07-18 00:00:00,21.3333,167.867,WP,MM
2005202N13138,2005-07-20 12:00:00,13.2,138.0,WP,MM
2005210N19115,2005-07-28 12:00:00,18.5,114.6,WP,MM
2005211N09141,2005-07-29 18:00:00,9.1,140.8,WP,MM
2005222N14131,2005-08-09 18:00:00,13.8,130.867,WP,MM
2005229N21156,2005-08-17 06:00:00,21.5,156.0,WP,MM
2005230N20144,2005-08-18 00:00:00,20.4,143.9,WP,MM
2005237N14148,2005-08-24 18:00:00,14.2,147.7,WP,MM
2005241N15155,2005-08-28 18:00:00,15.1,154.8,WP,MM
2005248N08142,2005-09-05 00:00:00,8.2,142.3,WP,MM
2005255N14113,2005-09-12 06:00:00,13.6,113.2,WP,MM
2005257N15120,2005-09-14 06:00:00,14.7,119.6,WP,MM
2005262N13127,2005-09-19 06:00:00,13.2,127.0,WP,MM
2005262N20155,2005-09-19 00:00:00,19.9,155.367,WP,MM
2005268N19146,2005-09-25 00:00:00,18.7,146.1,WP,MM
2005279N17111,2005-10-06 06:00:00,16.5,111.1,WP,MM
2005282N22138,2005-10-09 00:00:00,22.0,137.9,WP,MM
2005301N13117,2005-10-27 18:00:00,12.9,117.1,WP,MM
2005311N08140,2005-11-06 12:00:00,8.35,140.15,WP,MM
2005316N05134,2005-11-12 00:00:00,5.4,133.7,WP,MM
2005350N08127,2005-12-15 12:00:00,7.65,127.45,WP,MM
2006060N04141,2006-03-01 06:00:00,3.6,141.0,WP,MM
2006128N09138,2006-05-07 18:00:00,8.8,137.6,WP,MM
2006174N08135,2006-06-22 18:00:00,8.2,134.5,WP,MM
2006180N06140,2006-06-29 06:00:00,6.0,139.8,WP,MM
2006184N16110,2006-07-02 18:00:00,16.2,110.4,WP,MM
2006188N10143,2006-07-07 00:00:00,9.6,143.2,WP,MM
2006198N08152,2006-07-17 00:00:00,7.6,151.5,WP,MM
2006209N13130,2006-07-28 00:00:00,12.5,130.0,WP,MM
2006216N07151,2006-08-04 00:00:00,7.0,151.3,WP,MM
2006216N21152,2006-08-03 18:00:00,21.1667,152.3,WP,MM
2006217N20134,2006-08-05 00:00:00,20.2,133.5,WP,MM
2006224N21141,2006-08-12 06:00:00,20.6,141.267,WP,MM
2006225N17126,2006-08-13 00:00:00,17.0,125.9,WP,MM
2006234N18109,2006-08-22 00:00:00,17.9,108.6,WP,MM
2006252N13139,2006-09-09 00:00:00,13.4667,138.667,WP,MM
2006253N20120,2006-09-10 00:00:00,20.4,120.0,WP,MM
2006259N19155,2006-09-16 00:00:00,18.7,155.4,WP,MM
2006264N13115,2006-09-21 00:00:00,13.2,115.0,WP,MM
2006268N12129,2006-09-25 00:00:00,11.8,129.1,WP,MM
2006272N13144,2006-09-28 12:00:00,12.9,143.5,WP,MM
2006276N18151,2006-10-02 12:00:00,17.7,151.0,WP,MM
2006282N13160,2006-10-08 12:00:00,13.2667,159.767,WP,MM
2006298N12143,2006-10-25 00:00:00,11.5,142.6,WP,MM
2006311N16143,2006-11-07 06:00:00,15.9,142.7,WP,MM
2006329N06150,2006-11-24 12:00:00,6.1,149.8,WP,MM
2006340N08142,2006-12-06 00:00:00,8.3,142.3,WP,MM
