SID,ISO_TIME,LAT,LON,BASIN,SUBBASIN
1933175N15125,1933-06-23 21:00:00,15.3,124.6,WP,MM
1933184N12148,1933-07-03 00:00:00,12.6284,147.74,WP,MM
1933185N08135,1933-07-04 00:00:00,8.8637,135.202,WP,MM
1933197N18129,1933-07-15 21:00:00,17.9,128.9,WP,MM
1933200N16143,1933-07-19 09:00:00,16.0,143.0,WP,MM
1933201N19117,1933-07-20 12:00:00,19.2326,117.293,WP,MM
1933208N08140,1933-07-26 21:00:00,8.4,139.9,WP,MM
1933209N24132,1933-07-28 12:00:00,24.6222,131.095,WP,MM
1933212N06150,1933-07-31 00:00:00,6.06354,149.535,WP,MM
1933219N18114,1933-08-07 12:00:00,17.629,114.283,WP,MM
1933241N17132,1933-08-28 21:00:00,16.5,131.6,WP,MM
1933244N24144,1933-08-31 21:00:00,23.9,143.6,WP,MM
1933253N12140,1933-09-09 21:00:00,12.0,140.0,WP,MM
1933253N19122,1933-09-10 12:00:00,19.3085,121.637,WP,MM
1933256N13147,1933-09-13 12:00:00,13.3111,146.18,WP,MM
1933258N10117,1933-09-15 12:00:00,9.87103,116.333,WP,MM
1933263N18117,1933-09-20 12:00:00,18.7027,116.842,WP,MM
1933272N14134,1933-09-29 12:00:00,14.3407,133.227,WP,MM
1933279N17146,1933-10-05 21:00:00,16.8,146.0,WP,MM
1933285N08138,1933-10-12 00:00:00,8.29314,138.052,WP,MM
1933286N11118,1933-10-13 12:00:00,10.6336,118.109,WP,MM
1933296N13129,1933-10-23 12:00:00,13.212,129.074,WP,MM
1933302N08137,1933-10-29 00:00:00,8.06148,135.925,WP,MM
1933305N09135,1933-11-01 12:00:00,8.79018,134.179,WP,MM
1933311N10150,1933-11-06 21:00:00,10.0,150.0,WP,MM
1933312N12143,1933-11-08 12:00:00,11.69,143.016,WP,MM
1934104N21133,1934-04-13 21:00:00,21.3,133.1,WP,MM
1934177N17116,1934-06-26 12:00:00,17.1926,115.6,WP,MM
1934182N14120,1934-07-01 12:00:00,14.5074,119.613,WP,MM
1934184N05135,1934-07-03 12:00:00,5.01696,134.903,WP,MM
1934192N20128,1934-07-10 21:00:00,20.0,128.0,WP,MM
1934193N21116,1934-07-12 12:00:00,20.7124,116.412,WP,MM
1934209N17111,1934-07-28 12:00:00,17.1538,110.886,WP,MM
1934213N15149,1934-07-31 21:00:00,15.0,148.9,WP,MM
1934214N17113,1934-08-02 12:00:00,16.7645,112.56,WP,MM
1934221N14124,1934-08-08 21:00:00,14.0,124.0,WP,MM
1934226N15153,1934-08-14 09:00:00,15.0,152.7,WP,MM
1934244N10139,1934-08-31 21:00:00,10.0,138.9,WP,MM
1934245N17115,1934-09-02 12:00:00,16.6194,115.251,WP,MM
1934255N18126,1934-09-12 12:00:00,17.9694,126.18,WP,MM
1934256N06142,1934-09-12 21:00:00,5.9,142.0,WP,MM
1934268N15129,1934-09-25 12:00:00,15.5225,128.218,WP,MM
1934269N10143,1934-09-25 21:00:00,9.7,142.7,WP,MM
1934270N06140,1934-09-27 12:00:00,5.79937,139.729,WP,MM
1934276N15134,1934-10-03 00:00:00,15.5,133.491,WP,MM
1934278N17135,1934-10-05 09:00:00,16.8,134.8,WP,MM
1934286N09144,1934-10-13 12:00:00,9.35458,143.091,WP,MM
1934292N11136,1934-10-19 00:00:00,10.8079,135.225,WP,MM
1934295N17148,1934-10-21 21:00:00,16.7,147.5,WP,MM
1934307N08131,1934-11-03 12:00:00,8.13049,130.734,WP,MM
1934315N06150,1934-11-11 12:00:00,6.33772,149.737,WP,MM
1934330N05147,1934-11-26 12:00:00,5.32836,145.973,WP,MM
1934334N06144,1934-11-30 12:00:00,6.49471,143.625,WP,MM
1934338N09146,1934-12-04 12:00:00,9.11459,145.91,WP,MM
1934347N07133,1934-12-13 12:00:00,6.60324,132.446,WP,MM
1935029N09146,1935-01-29 12:00:00,8.78673,145.81,WP,MM
1935092N08141,1935-04-02 12:00:00,8.7204,140.644,WP,MM
1935183N15150,1935-07-02 12:00:00,15.0127,149.894,WP,MM
1935194N15126,1935-07-13 12:00:00,14.9583,125.329,WP,MM
1935196N13133,1935-07-14 21:00:00,13.0,133.0,WP,MM
1935203N10154,1935-07-21 21:00:00,10.0,154.3,WP,MM
1935210N20142,1935-07-28 21:00:00,20.0,142.0,WP,MM
1935213N20134,1935-08-01 12:00:00,20.1613,133.404,WP,MM
1935229N09145,1935-08-16 21:00:00,9.4,145.1,WP,MM
1935232N15153,1935-08-19 21:00:00,14.9,153.0,WP,MM
1935243N15150,1935-08-30 21:00:00,15.3,150.0,WP,MM
1935255N11132,1935-09-12 12:00:00,11.3501,131.661,WP,MM
1935259N17144,1935-09-15 21:00:00,17.0,144.0,WP,MM
1935263N17151,1935-09-19 21:00:00,17.0,151.2,WP,MM
1935270N15143,1935-09-27 09:00:00,15.0,143.2,WP,MM
1935273N15115,1935-09-30 12:00:00,15.1976,114.695,WP,MM
1935274N10136,1935-10-01 12:00:00,9.79402,136.076,WP,MM
1935276N14150,1935-10-02 21:00:00,13.9,149.8,WP,MM
1935283N11126,1935-10-10 12:00:00,10.8052,125.396,WP,MM
1935305N23146,1935-10-31 21:00:00,23.2,146.3,WP,MM
1935314N08147,1935-11-09 21:00:00,8.0,146.8,WP,MM
1935336N08148,1935-12-02 12:00:00,8.07646,148.076,WP,MM
1935342N18131,1935-12-08 12:00:00,17.5436,130.688,WP,MM
1935351N07149,1935-12-16 21:00:00,7.1,149.1,WP,MM
1936002N10140,1936-01-02 12:00:00,9.99223,139.759,WP,MM
1936111N07132,1936-04-20 12:00:00,6.90664,131.696,WP,MM
1936181N17113,1936-06-29 12:00:00,17.1772,112.405,WP,MM
1936184N11130,1936-07-02 12:00:00,11.2278,129.567,WP,MM
1936188N09142,1936-07-06 12:00:00,9.75058,141.043,WP,MM
1936199N10137,1936-07-16 21:00:00,10.1,136.7,WP,MM
1936201N15115,1936-07-19 12:00:00,15.1662,114.912,WP,MM
1936210N14132,1936-07-27 21:00:00,14.0,132.0,WP,MM
1936220N08143,1936-08-07 12:00:00,7.54074,142.717,WP,MM
1936225N07139,1936-08-12 12:00:00,7.24821,139.03,WP,MM
1936231N12142,1936-08-18 09:00:00,12.2,142.0,WP,MM
1936238N18117,1936-08-25 12:00:00,17.77,116.654,WP,MM
1936243N14142,1936-08-29 21:00:00,14.0,142.4,WP,MM
1936246N47130,1936-09-02 09:00:00,47.2,129.6,WP,MM
1936247N17128,1936-09-03 12:00:00,17.6848,127.982,WP,MM
1936267N16130,1936-09-22 21:00:00,16.0,130.0,WP,MM
1936272N17119,1936-09-28 00:00:00,17.1275,118.731,WP,MM
1936282N11140,1936-10-08 12:00:00,11.2605,139.992,WP,MM
1936282N16127,1936-10-08 12:00:00,16.2301,126.629,WP,MM
1936287N15147,1936-10-12 21:00:00,14.5,146.8,WP,MM
1936307N09150,1936-11-02 12:00:00,9.30895,149.895,WP,MM
1936310N17150,1936-11-05 12:00:00,16.9032,149.689,WP,MM
1936323N10152,1936-11-18 09:00:00,10.4,151.6,WP,MM
1936335N14139,1936-11-30 12:00:00,13.5944,138.437,WP,MM
1937130N17115,1937-05-10 12:00:00,17.2357,115.801,WP,MM
1937178N23155,1937-06-26 21:00:00,22.7,154.5,WP,MM
1937198N18113,1937-07-17 12:00:00,18.0587,112.514,WP,MM
1937200N12132,1937-07-19 12:00:00,11.6069,132.039,WP,MM
1937212N21131,1937-07-31 12:00:00,21.477,130.366,WP,MM
1937220N14132,1937-08-08 12:00:00,14.6567,131.404,WP,MM
1937227N22137,1937-08-15 12:00:00,21.5307,137.371,WP,MM
1937231N18114,1937-08-19 12:00:00,17.6483,114.191,WP,MM
1937233N20130,1937-08-21 12:00:00,19.8348,129.975,WP,MM
1937234N10136,1937-08-22 12:00:00,9.8601,136.13,WP,MM
1937240N13136,1937-08-28 12:00:00,12.6999,136.217,WP,MM
1937245N13132,1937-09-01 21:00:00,13.2,131.7,WP,MM
1937259N10134,1937-09-15 21:00:00,10.4477,133.498,WP,MM
1937266N13130,1937-09-23 00:00:00,13.8693,129.959,WP,MM
1937273N10131,1937-09-29 21:00:00,10.3,130.9,WP,MM
1937282N10138,1937-10-08 21:00:00,10.4,137.7,WP,MM
1937293N12142,1937-10-19 21:00:00,12.1,142.2,WP,MM
1937293N15114,1937-10-20 12:00:00,15.1024,113.035,WP,MM
1937314N13132,1937-11-10 12:00:00,12.706,131.533,WP,MM
1937320N08136,1937-11-16 12:00:00,8.35554,135.264,WP,MM
1937336N09142,1937-12-02 12:00:00,9.22213,142.187,WP,MM
1937347N12114,1937-12-13 12:00:00,12.3938,113.796,WP,MM
1938011N11131,1938-01-11 12:00:00,11.2115,131.001,WP,MM
1938096N03147,1938-04-05 21:00:00,3.1,147.1,WP,MM
1938119N10125,1938-04-29 12:00:00,10.1133,124.68,WP,MM
1938129N10125,1938-05-09 12:00:00,10.5539,125.23,WP,MM
1938172N18148,1938-06-21 09:00:00,18.0,147.7,WP,MM
1938188N14117,1938-07-07 12:00:00,13.5803,116.236,WP,MM
1938196N10147,1938-07-15 12:00:00,9.92042,146.178,WP,MM
1938199N15112,1938-07-18 12:00:00,14.6871,111.653,WP,MM
1938217N14145,1938-08-04 21:00:00,13.8,145.0,WP,MM
1938218N20150,1938-08-06 00:00:00,20.2944,149.474,WP,MM
1938223N22134,1938-08-11 12:00:00,21.6594,133.351,WP,MM
1938232N22129,1938-08-20 12:00:00,21.4945,128.433,WP,MM
1938235N12145,1938-08-23 12:00:00,11.9713,145.109,WP,MM
1938236N18117,1938-08-24 12:00:00,18.0042,116.246,WP,MM
1938238N25152,1938-08-25 21:00:00,25.1,152.0,WP,MM
1938243N16151,1938-08-30 21:00:00,16.3,150.9,WP,MM
1938244N16149,1938-09-01 12:00:00,16.263,148.415,WP,MM
1938250N17127,1938-09-07 00:00:00,17.309,127.388,WP,MM
1938261N18154,1938-09-17 21:00:00,18.2,154.4,WP,MM
1938266N17148,1938-09-23 09:00:00,17.2,148.0,WP,MM
1938268N13118,1938-09-25 12:00:00,13.1997,117.825,WP,MM
1938271N11156,1938-09-27 21:00:00,11.1,155.9,WP,MM
1938274N12142,1938-10-01 12:00:00,11.6744,141.354,WP,MM
1938279N12141,1938-10-06 09:00:00,12.4,141.2,WP,MM
1938284N15153,1938-10-10 21:00:00,15.1,152.8,WP,MM
1938287N19154,1938-10-13 21:00:00,18.7,154.1,WP,MM
1938307N10133,1938-11-03 12:00:00,9.49476,132.575,WP,MM
1938314N09145,1938-11-10 12:00:00,9.10408,144.734,WP,MM
1938325N08132,1938-11-21 12:00:00,7.91536,132.063,WP,MM
1938332N10131,1938-11-28 12:00:00,9.92015,130.234,WP,MM
1938338N11140,1938-12-04 12:00:00,11.3329,140.026,WP,MM
1939043N09128,1939-02-12 00:00:00,9.48014,128.272,WP,MM
1939121N08133,1939-05-01 12:00:00,8.21329,132.622,WP,MM
1939146N14114,1939-05-26 12:00:00,14.4608,114.124,WP,MM
1939184N11137,1939-07-02 21:00:00,11.4,136.5,WP,MM
1939185N11139,1939-07-03 21:00:00,11.2,138.9,WP,MM
1939191N16118,1939-07-10 12:00:00,16.0715,118.151,WP,MM
1939197N15131,1939-07-16 12:00:00,15.4395,130.851,WP,MM
1939202N15143,1939-07-21 12:00:00,15.3793,143.228,WP,MM
1939202N21116,1939-07-21 12:00:00,21.0623,115.936,WP,MM
1939206N25142,1939-07-24 21:00:00,24.8,141.9,WP,MM
1939208N20130,1939-07-27 12:00:00,19.5859,129.89,WP,MM
1939208N22148,1939-07-27 12:00:00,22.1593,147.328,WP,MM
1939212N22123,1939-07-30 21:00:00,21.9,122.5,WP,MM
1939213N25137,1939-08-01 12:00:00,25.2657,137.357,WP,MM
1939214N23125,1939-08-01 12:00:00,22.5508,124.822,WP,MM
1939215N21112,1939-08-03 12:00:00,21.0104,112.206,WP,MM
1939216N33143,1939-08-04 09:00:00,33.4,143.0,WP,MM
1939220N17145,1939-08-08 12:00:00,17.1796,144.512,WP,MM
1939222N14155,1939-08-09 21:00:00,14.0,155.3,WP,MM
1939223N14147,1939-08-11 12:00:00,14.7336,146.859,WP,MM
1939232N11150,1939-08-19 21:00:00,10.9,150.1,WP,MM
1939232N13143,1939-08-20 12:00:00,13.871,141.972,WP,MM
1939244N18145,1939-09-01 12:00:00,18.0639,143.66,WP,MM
1939254N10148,1939-09-11 09:00:00,10.0,148.0,WP,MM
1939255N10145,1939-09-12 12:00:00,10.3362,145.07,WP,MM
1939260N12116,1939-09-17 12:00:00,12.5209,115.396,WP,MM
1939272N15115,1939-09-29 12:00:00,15.3928,114.594,WP,MM
1939273N17141,1939-09-30 12:00:00,17.0159,140.805,WP,MM
1939275N15152,1939-10-01 21:00:00,14.5,152.3,WP,MM
1939280N16148,1939-10-06 21:00:00,15.9,147.9,WP,MM
1939282N07149,1939-10-09 09:00:00,7.3,149.3,WP,MM
1939293N11150,1939-10-20 12:00:00,10.5347,149.396,WP,MM
1939308N10133,1939-11-04 12:00:00,9.99083,132.311,WP,MM
1939311N09132,1939-11-07 12:00:00,9.38046,131.501,WP,MM
1939323N10131,1939-11-19 12:00:00,9.56468,130.291,WP,MM
1939334N07139,1939-11-30 12:00:00,7.04012,138.773,WP,MM
1939339N11146,1939-12-05 12:00:00,10.6398,144.989,WP,MM
1939350N10135,1939-12-16 12:00:00,9.86843,134.132,WP,MM
1939356N08146,1939-12-22 12:00:00,7.67957,145.82,WP,MM
1940032N08122,1940-02-01 00:00:00,7.8,122.2,WP,MM
1940101N08141,1940-04-09 12:00:00,8.0,140.7,WP,MM
1940114N07140,1940-04-23 00:00:00,7.0,140.0,WP,MM
1940162N08146,1940-06-09 12:00:00,7.6,146.0,WP,MM
1940181N04141,1940-06-29 09:00:00,3.8,141.0,WP,MM
1940186N07156,1940-07-04 09:00:00,6.8,155.7,WP,MM
1940194N12156,1940-07-12 09:00:00,11.5,156.3,WP,MM
1940194N18118,1940-07-11 12:00:00,18.3,117.8,WP,MM
1940195N10146,1940-07-13 00:00:00,9.7,146.0,WP,MM
1940201N14142,1940-07-18 12:00:00,14.0,142.0,WP,MM
1940203N14157,1940-07-20 21:00:00,14.0,156.5,WP,MM
1940207N17150,1940-07-24 12:00:00,16.8,150.0,WP,MM
1940215N13139,1940-08-01 12:00:00,13.3,138.5,WP,MM
1940215N26140,1940-08-01 12:00:00,26.0,139.9,WP,MM
1940225N15127,1940-08-11 12:00:00,15.0,127.0,WP,MM
1940226N13142,1940-08-13 00:00:00,12.9,142.1,WP,MM
1940228N22150,1940-08-14 12:00:00,22.3,150.0,WP,MM
1940232N15139,1940-08-18 21:00:00,15.3,139.0,WP,MM
1940234N11139,1940-08-21 00:00:00,11.2,138.9,WP,MM
1940237N11150,1940-08-23 21:00:00,11.0,150.3,WP,MM
1940242N18150,1940-08-28 12:00:00,17.6,150.0,WP,MM
1940244N15143,1940-08-30 12:00:00,15.1,142.6,WP,MM
1940246N12156,1940-09-01 21:00:00,12.3,156.3,WP,MM
1940247N15139,1940-09-02 12:00:00,15.4,138.8,WP,MM
1940248N17115,1940-09-03 12:00:00,16.7,114.5,WP,MM
1940249N21147,1940-09-04 12:00:00,20.8,147.1,WP,MM
1940249N24130,1940-09-04 12:00:00,23.7,129.5,WP,MM
1940253N10156,1940-09-09 09:00:00,10.1,156.1,WP,MM
1940255N20127,1940-09-10 12:00:00,20.1,127.2,WP,MM
1940267N12150,1940-09-22 12:00:00,11.9,150.0,WP,MM
1940273N14150,1940-09-29 00:00:00,14.4,149.9,WP,MM
1940283N14119,1940-10-08 12:00:00,14.0,119.0,WP,MM
1940286N16115,1940-10-11 12:00:00,15.8,115.0,WP,MM
1940303N11156,1940-10-28 21:00:00,11.2,156.2,WP,MM
1940328N07149,1940-11-22 12:00:00,7.2,149.0,WP,MM
1940338N10127,1940-12-02 12:00:00,10.3,127.0,WP,MM
1940341N11126,1940-12-05 12:00:00,11.3,126.0,WP,MM
1940344N12150,1940-12-08 12:00:00,11.6,150.0,WP,MM
1941038N07150,1941-02-07 00:00:00,6.8,149.9,WP,MM
1941155N24123,1941-06-03 12:00:00,23.6,123.0,WP,MM
1941170N09139,1941-06-18 12:00:00,9.0,139.0,WP,MM
1941172N07153,1941-06-20 21:00:00,6.7,153.0,WP,MM
1941178N05150,1941-06-26 12:00:00,5.0,150.0,WP,MM
1941182N10150,1941-06-30 12:00:00,9.7,150.0,WP,MM
1941190N15151,1941-07-08 21:00:00,14.9,151.0,WP,MM
1941190N20150,1941-07-08 12:00:00,20.3,150.0,WP,MM
1941198N10151,1941-07-16 21:00:00,10.2,151.3,WP,MM
1941203N18146,1941-07-21 21:00:00,18.0,145.5,WP,MM
1941204N17130,1941-07-22 21:00:00,16.5,129.5,WP,MM
1941212N10151,1941-07-31 09:00:00,9.9,150.5,WP,MM
1941214N17121,1941-08-01 12:00:00,17.4,120.5,WP,MM
1941219N11152,1941-08-06 21:00:00,10.8,152.0,WP,MM
1941222N17121,1941-08-09 12:00:00,16.8,121.0,WP,MM
1941225N21145,1941-08-12 21:00:00,20.9,145.0,WP,MM
1941228N22130,1941-08-15 21:00:00,21.5,130.4,WP,MM
1941229N08150,1941-08-16 12:00:00,7.5,150.0,WP,MM
1941237N10146,1941-08-25 00:00:00,10.4,146.2,WP,MM
1941244N11139,1941-09-01 00:00:00,11.0,138.8,WP,MM
1941245N20155,1941-09-01 21:00:00,20.1,154.9,WP,MM
1941252N12146,1941-09-08 21:00:00,12.0,146.4,WP,MM
1941252N14133,1941-09-09 00:00:00,14.0,133.1,WP,MM
1941267N10148,1941-09-23 21:00:00,10.0,148.0,WP,MM
1941294N11118,1941-10-20 12:00:00,10.8,117.5,WP,MM
1941299N20150,1941-10-25 12:00:00,20.0,150.0,WP,MM
1941347N06134,1941-12-12 12:00:00,5.6,134.2,WP,MM
1941357N06150,1941-12-22 12:00:00,6.0,150.0,WP,MM
1942026N09150,1942-01-25 12:00:00,8.5,150.0,WP,MM
1942099N07149,1942-04-08 12:00:00,7.0,149.3,WP,MM
1942123N10148,1942-05-02 12:00:00,9.6,147.6,WP,MM
1942188N15143,1942-07-06 12:00:00,15.0,143.0,WP,MM
1942194N16141,1942-07-12 12:00:00,16.3,141.1,WP,MM
1942196N13147,1942-07-15 09:00:00,12.9,146.6,WP,MM
1942203N24146,1942-07-21 12:00:00,23.5,145.5,WP,MM
1942205N18143,1942-07-23 12:00:00,17.6,142.5,WP,MM
1942210N20121,1942-07-28 12:00:00,19.8,121.2,WP,MM
1942214N16121,1942-08-01 12:00:00,16.0,121.0,WP,MM
1942216N24132,1942-08-03 21:00:00,23.5,131.7,WP,MM
1942220N24147,1942-08-07 12:00:00,24.1,147.0,WP,MM
1942220N25147,1942-08-08 09:00:00,25.4,146.7,WP,MM
1942224N26139,1942-08-11 12:00:00,26.3,138.9,WP,MM
1942228N14147,1942-08-15 12:00:00,14.0,146.5,WP,MM
1942233N15150,1942-08-20 21:00:00,15.4,150.4,WP,MM
1942240N20132,1942-08-27 21:00:00,19.5,131.8,WP,MM
1942241N17118,1942-08-28 12:00:00,16.6,117.8,WP,MM
1942252N17131,1942-09-08 21:00:00,16.6,130.5,WP,MM
1942257N14140,1942-09-13 12:00:00,13.9,140.1,WP,MM
1942259N16137,1942-09-16 09:00:00,15.7,137.1,WP,MM
1942262N19127,1942-09-18 21:00:00,19.1,127.3,WP,MM
1942265N21155,1942-09-21 21:00:00,20.7,155.3,WP,MM
1942268N12140,1942-09-24 12:00:00,12.0,140.2,WP,MM
1942272N10144,1942-09-28 21:00:00,10.0,144.0,WP,MM
1942281N15114,1942-10-07 12:00:00,14.6,113.7,WP,MM
1942286N20152,1942-10-12 21:00:00,19.6,152.3,WP,MM
1942289N16138,1942-10-15 12:00:00,15.5,138.0,WP,MM
1942315N11130,1942-11-10 12:00:00,11.2,129.7,WP,MM
1942348N06130,1942-12-13 12:00:00,6.4,130.0,WP,MM
1943016N10133,1943-01-16 00:00:00,10.0,132.8,WP,MM
1943100N06143,1943-04-09 12:00:00,6.0,143.4,WP,MM
1943105N18139,1943-04-15 00:00:00,18.0,138.8,WP,MM
1943119N08143,1943-04-28 12:00:00,8.4,143.3,WP,MM
1943131N10134,1943-05-10 21:00:00,10.0,134.0,WP,MM
1943159N16123,1943-06-07 12:00:00,15.7,122.7,WP,MM
1943161N12139,1943-06-09 12:00:00,12.1,138.7,WP,MM
1943179N25155,1943-06-27 21:00:00,24.9,155.2,WP,MM
1943182N11143,1943-06-30 21:00:00,11.0,142.5,WP,MM
1943186N22154,1943-07-05 09:00:00,22.3,154.0,WP,MM
1943193N12148,1943-07-11 12:00:00,12.1,148.2,WP,MM
1943198N18140,1943-07-17 09:00:00,18.0,140.3,WP,MM
1943199N26143,1943-07-17 12:00:00,26.0,142.6,WP,MM
1943201N15153,1943-07-20 09:00:00,15.2,152.7,WP,MM
1943205N22124,1943-07-23 21:00:00,22.2,124.0,WP,MM
1943215N22142,1943-08-02 12:00:00,22.3,141.9,WP,MM
1943217N22144,1943-08-04 21:00:00,22.0,144.1,WP,MM
1943226N16146,1943-08-13 12:00:00,15.6,145.5,WP,MM
1943227N24125,1943-08-14 21:00:00,24.4,124.5,WP,MM
1943229N24144,1943-08-17 09:00:00,23.5,144.4,WP,MM
1943240N26142,1943-08-27 12:00:00,25.8,141.8,WP,MM
1943246N18119,1943-09-03 00:00:00,18.2,118.8,WP,MM
1943253N18136,1943-09-09 12:00:00,18.2,136.4,WP,MM
1943254N17133,1943-09-10 12:00:00,17.1,132.7,WP,MM
1943257N15147,1943-09-14 09:00:00,14.7,147.1,WP,MM
1943270N12155,1943-09-27 09:00:00,12.3,155.0,WP,MM
1943276N13141,1943-10-02 12:00:00,13.5,140.5,WP,MM
1943277N12116,1943-10-03 12:00:00,11.8,115.7,WP,MM
1943286N15140,1943-10-13 00:00:00,14.5,140.0,WP,MM
1943296N10137,1943-10-23 00:00:00,10.0,137.0,WP,MM
1943305N12121,1943-11-01 12:00:00,12.2137,121.057,WP,MM
1943315N11141,1943-11-10 12:00:00,10.5,140.8,WP,MM
1943337N09139,1943-12-02 12:00:00,8.5,139.3,WP,MM
1943351N08137,1943-12-17 00:00:00,7.5,137.3,WP,MM
1944008N07147,1944-01-07 12:00:00,6.8,147.0,WP,MM
1944049N09125,1944-02-17 12:00:00,8.8,125.3,WP,MM
1944134N16142,1944-05-12 12:00:00,15.6,141.8,WP,MM
1944163N11139,1944-06-11 00:00:00,10.8,139.1,WP,MM
1944190N13114,1944-07-07 12:00:00,12.6,114.2,WP,MM
1944198N14130,1944-07-15 12:00:00,13.7,129.5,WP,MM
1944205N18125,1944-07-22 12:00:00,18.2,124.6,WP,MM
1944210N15134,1944-07-28 09:00:00,14.8,133.5,WP,MM
1944215N21140,1944-08-02 09:00:00,20.8,140.0,WP,MM
1944218N22127,1944-08-05 09:00:00,21.8,127.0,WP,MM
1944223N10135,1944-08-09 12:00:00,9.9,134.8,WP,MM
1944232N20142,1944-08-19 09:00:00,20.2,142.4,WP,MM
1944254N13142,1944-09-09 12:00:00,13.4,142.4,WP,MM
1944264N17137,1944-09-19 12:00:00,17.0,137.2,WP,MM
1944268N24141,1944-09-23 12:00:00,23.8,140.5,WP,MM
1944275N11136,1944-09-30 12:00:00,11.0,135.7,WP,MM
1944279N20134,1944-10-04 21:00:00,20.0,134.0,WP,MM
1944294N17144,1944-10-19 12:00:00,17.2,144.3,WP,MM
1944303N12132,1944-10-28 12:00:00,12.1,132.0,WP,MM
1944313N14135,1944-11-07 12:00:00,13.8,135.0,WP,MM
1944324N08136,1944-11-18 12:00:00,8.0,136.0,WP,MM
1944325N17146,1944-11-19 12:00:00,16.5,145.5,WP,MM
1945093N12135,1945-04-02 12:00:00,11.9,134.5,WP,MM
1945110N09160,1945-04-19 12:00:00,9.5,160.3,WP,MM
1945134N19136,1945-05-13 12:00:00,19.0,136.0,WP,MM
1945153N11133,1945-06-01 12:00:00,11.3,133.0,WP,MM
1945166N07146,1945-06-14 12:00:00,6.6,146.0,WP,MM
1945170N13134,1945-06-18 12:00:00,13.0,134.0,WP,MM
1945183N12117,1945-07-01 12:00:00,12.3,117.1,WP,MM
1945185N14113,1945-07-03 12:00:00,14.2,113.1,WP,MM
1945189N07140,1945-07-07 21:00:00,7.3,140.2,WP,MM
1945196N09133,1945-07-14 12:00:00,9.3,132.6,WP,MM
1945202N34130,1945-07-20 15:00:00,34.4558,130.023,WP,MM
1945204N09137,1945-07-23 09:00:00,9.4,137.0,WP,MM
1945204N17118,1945-07-22 12:00:00,17.0,118.0,WP,MM
1945207N22141,1945-07-25 21:00:00,22.2,141.3,WP,MM
1945211N23129,1945-07-30 00:00:00,22.5,128.5,WP,MM
1945218N16124,1945-08-05 12:00:00,15.5,123.5,WP,MM
1945222N22149,1945-08-09 12:00:00,22.0,149.0,WP,MM
1945228N17161,1945-08-15 12:00:00,17.0,161.0,WP,MM
1945229N15137,1945-08-17 09:00:00,14.9,137.4,WP,MM
1945232N22138,1945-08-20 09:00:00,21.6,137.9,WP,MM
1945234N22131,1945-08-22 00:00:00,21.7,131.3,WP,MM
1945236N19116,1945-08-23 12:00:00,19.0,116.0,WP,MM
1945242N15136,1945-08-29 12:00:00,14.5,135.5,WP,MM
1945250N12128,1945-09-07 09:00:00,12.4,128.0,WP,MM
1945253N08157,1945-09-10 00:00:00,8.0,157.0,WP,MM
1945261N16121,1945-09-17 12:00:00,15.7,120.6,WP,MM
1945264N12124,1945-09-21 06:00:00,12.3,124.4,WP,MM
1945264N17114,1945-09-20 12:00:00,17.0,113.5,WP,MM
1945268N12143,1945-09-25 00:00:00,11.5,142.5,WP,MM
1945271N06160,1945-09-28 00:00:00,6.0,160.0,WP,MM
1945275N09161,1945-10-02 00:00:00,9.0,161.0,WP,MM
1945305N13133,1945-11-01 00:00:00,13.3,133.4,WP,MM
1945319N10119,1945-11-14 12:00:00,9.8,118.8,WP,MM
1945326N10139,1945-11-21 21:00:00,10.0,138.6,WP,MM
1946060N07144,1946-03-01 00:00:00,7.2,143.8,WP,MM
1946086N12153,1946-03-27 00:00:00,12.0,153.3,WP,MM
1946131N11143,1946-05-11 00:00:00,11.4,142.5,WP,MM
1946168N07133,1946-06-17 00:00:00,7.3,132.8,WP,MM
1946174N19120,1946-06-23 00:00:00,18.7,120.0,WP,MM
1946178N09144,1946-06-26 12:00:00,9.3,143.8,WP,MM
1946190N17137,1946-07-08 12:00:00,16.8,136.5,WP,MM
1946193N13143,1946-07-12 00:00:00,12.6,142.5,WP,MM
1946204N17147,1946-07-23 00:00:00,17.0,147.0,WP,MM
1946222N15152,1946-08-10 00:00:00,14.6,152.4,WP,MM
1946234N18130,1946-08-22 00:00:00,17.9,129.9,WP,MM
1946241N19116,1946-08-28 12:00:00,18.6,115.7,WP,MM
1946249N14125,1946-09-05 12:00:00,13.7,124.5,WP,MM
1946250N12150,1946-09-06 12:00:00,12.3,150.0,WP,MM
1946251N11165,1946-09-08 00:00:00,11.2,164.9,WP,MM
1946261N11161,1946-09-18 00:00:00,10.5,160.8,WP,MM
1946284N16123,1946-10-11 00:00:00,16.2,123.1,WP,MM
1946292N11131,1946-10-18 12:00:00,10.7,131.0,WP,MM
1946309N12126,1946-11-05 00:00:00,12.1,125.6,WP,MM
1946316N07133,1946-11-11 12:00:00,7.2,132.8,WP,MM
1946317N14142,1946-11-13 00:00:00,13.7,141.9,WP,MM
1946341N06133,1946-12-06 12:00:00,6.0,133.0,WP,MM
1946349N09129,1946-12-14 12:00:00,9.1,129.3,WP,MM
1947078N06131,1947-03-19 00:00:00,5.9,131.0,WP,MM
1947131N11111,1947-05-10 12:00:00,11.4,111.0,WP,MM
1947132N10111,1947-05-11 12:00:00,9.6,110.7,WP,MM
